id,dep_delayed_15min
0,0.06996710824134322
1,0.08171318951389138
2,0.07331634430628226
3,0.23283268125438897
4,0.2069441050728864
5,0.09505878289246743
6,0.07945269983340032
7,0.21461298657977465
8,0.13474832702489128
9,0.26022521371191415
10,0.2984928708762352
11,0.23690263080254118
12,0.10618926971656549
13,0.25989725848165696
14,0.09118792599842046
15,0.23030257447141902
16,0.09174341840361794
17,0.28908503293002413
18,0.3590486605578585
19,0.06427808227381206
20,0.1349360391323555
21,0.0700537070522493
22,0.257903283457391
23,0.17097070407297874
24,0.3130076852719639
25,0.2853752134427048
26,0.0688852057493129
27,0.07413297308631617
28,0.37566396556288956
29,0.19563370610038397
30,0.13605824063349337
31,0.23410773651628727
32,0.07209337630309824
33,0.2943432336558761
34,0.3257222225204413
35,0.2632955264509435
36,0.2106132347651479
37,0.1876011141913056
38,0.11554699525576011
39,0.2547488397143419
40,0.155041467642267
41,0.31401043121554123
42,0.21409065461213728
43,0.2967844910463858
44,0.1677714192806824
45,0.22882999616908925
46,0.06121524279796471
47,0.11837343130039499
48,0.3244186976905643
49,0.13729563213897095
50,0.3274170144169043
51,0.08223465693109483
52,0.16249610732254915
53,0.3153106542278083
54,0.3789401787906382
55,0.0953817795415126
56,0.1860829583141647
57,0.3230171149096415
58,0.09998294289550644
59,0.36098299071998347
60,0.10696988094678628
61,0.10827875608117028
62,0.17354669131580863
63,0.23377947832110785
64,0.18480700944338066
65,0.15119506613351213
66,0.07050802773436947
67,0.13288654131828334
68,0.11901430038048094
69,0.14987047439079662
70,0.0714306757733142
71,0.19343237910497776
72,0.26055619161739735
73,0.1638763320898999
74,0.44267535083181575
75,0.29843354716168075
76,0.10141392393511876
77,0.1334269772872248
78,0.10009116219326476
79,0.2318530007457236
80,0.19395508935940692
81,0.19187407073952553
82,0.09133371567223082
83,0.13252100321615143
84,0.11415868394007693
85,0.06971059333230138
86,0.09236365485467964
87,0.24033674401575095
88,0.16428319679198336
89,0.15272893732944434
90,0.20807611785003335
91,0.17466582442895293
92,0.11785539622412274
93,0.12293643552399568
94,0.17318772409167285
95,0.13800725596617539
96,0.2680852833215947
97,0.042362285086651005
98,0.19090644131205417
99,0.26686441568253044
100,0.14901405691128589
101,0.20944561525032065
102,0.08084495588134957
103,0.24136433023125273
104,0.06287397852274317
105,0.10324304805818348
106,0.2175667871003867
107,0.0914203948518941
108,0.11765856403032887
109,0.25981277032869793
110,0.25963986383814763
111,0.19193454598683385
112,0.3823352639048101
113,0.07162368805592793
114,0.09248682172858447
115,0.13530828937256767
116,0.13010074534171331
117,0.37966231229919434
118,0.09087149490584848
119,0.15011102229285847
120,0.3209307012596462
121,0.2398645857191247
122,0.29844178616133926
123,0.236862795577788
124,0.239164878155687
125,0.08158244889818905
126,0.09397850194966688
127,0.07212822849773451
128,0.09533141562382076
129,0.4158128656816437
130,0.3752358196507393
131,0.13791230143185473
132,0.0729530838430995
133,0.11553353708688052
134,0.07032640414029188
135,0.360953611114049
136,0.34816321803725014
137,0.19308970563138242
138,0.07276025701833824
139,0.08994247825513735
140,0.21515894650710213
141,0.14862352635767861
142,0.20725239556973304
143,0.3509286537832645
144,0.1338415634340007
145,0.35413703048356415
146,0.1849341272730907
147,0.281723519376718
148,0.1047294147244585
149,0.37435280169915414
150,0.3159412157541435
151,0.29178877444842233
152,0.10653331000222956
153,0.1632023843889934
154,0.24439576552934344
155,0.13480138798391136
156,0.26140374540184613
157,0.17368281125197513
158,0.27056585348233314
159,0.0714836089484144
160,0.09321715591618784
161,0.28860195522623167
162,0.41781292744639154
163,0.12231699813147177
164,0.13310450586472866
165,0.10472531919532264
166,0.12253853630473725
167,0.06106919805139186
