id,dep_delayed_15min
0,0.020123786982120674
1,0.038284723732097944
2,0.03171618372350063
3,0.24188982556569377
4,0.28279494806436184
5,0.09607629819342131
6,0.0505278590844613
7,0.2741743084841892
8,0.17320945862093298
9,0.24194414364023095
10,0.22416172611735236
11,0.2324182071640971
12,0.1224097496758114
13,0.1412933337080408
14,0.07438556274152044
15,0.2502573889017407
16,0.0997863866266724
17,0.12356069557356728
18,0.6200781376797346
19,0.020339780674384494
20,0.16868076563823628
21,0.034028884093362306
22,0.39559275738107513
23,0.11667250758080598
24,0.22387339743267068
25,0.39518298141915675
26,0.016587208623697672
27,0.03498347786497929
28,0.1986747827049314
29,0.18973913919913424
30,0.12626039089603905
31,0.3913497133816198
32,0.01577216287093206
33,0.2495767564195167
34,0.4369301566018859
35,0.30743919123623537
36,0.06933436582247675
37,0.23673345302953505
38,0.06012600773675447
39,0.2028436270072018
40,0.09154325705269765
41,0.18240102239282135
42,0.16079987217793495
43,0.35403363366986607
44,0.11764441536664355
45,0.43332059855467314
46,0.002436141056238983
47,0.17839837789574556
48,0.4982791603576269
49,0.096176644261835
50,0.47172611951035603
51,0.053773223134981174
52,0.16974994370604368
53,0.5198523423701923
54,0.24091727720778058
55,0.07761835558999045
56,0.2497972424627777
57,0.34582000838934884
58,0.11425764197425657
59,0.2528254014243478
60,0.16911442323607176
61,0.10227168448382559
62,0.19719286169223343
63,0.1734647499319002
64,0.17183951241020334
65,0.19531097531961114
66,0.02346867308505563
67,0.1229829033667226
68,0.1120912575340311
69,0.21801701517538283
70,0.017511760937270464
71,0.3557931833510475
72,0.3563116275773949
73,0.2948872435777493
74,0.7011942038904133
75,0.2361667599467919
76,0.08444981228823216
77,0.12387061673419007
78,0.10030800811564082
79,0.1711624608930878
80,0.0605379590172165
81,0.20064630556270469
82,0.10488191369154222
83,0.1126699940075009
84,0.1435856204845865
85,0.012081081087249847
86,0.10261832729085621
87,0.22248642337817764
88,0.28222743006833295
89,0.20415343382971463
90,0.2343913001935967
91,0.23428750743068677
92,0.14302201886270008
93,0.14991718334647705
94,0.19477314736788423
95,0.14449663031724722
96,0.2746092972613313
97,0.03550883700229957
98,0.1872917470185543
99,0.4082748706685533
100,0.11924527696738405
101,0.18956472607650027
102,0.09453778318627032
103,0.20820275795625603
104,0.014076168621227524
105,0.125499414504458
106,0.3019818269464947
107,0.06543835119948364
108,0.17258870012015295
109,0.16562816323160054
110,0.15483884340419926
111,0.17095236934965702
112,0.6623451360822323
113,0.02780459359237411
114,0.0489341044583755
115,0.13612486479021846
116,0.09314569671681856
117,0.42893433371557915
118,0.10400943304780087
119,0.1766747613882877
120,0.5255831018112809
121,0.23239131319267586
122,0.13627254439694036
123,0.1540065123945632
124,0.19115964749757977
125,0.0432576760915186
126,0.0654375350957904
127,0.040085037026838896
128,0.08428657351125964
129,0.4022913968095447
130,0.41084532107412025
131,0.15960542871517747
132,0.037380809708034986
133,0.16950766935588923
134,0.033693682766433856
135,0.21677218024904965
136,0.22813945641496305
137,0.15985135347955248
138,0.03238926827286012
139,0.051575311629433136
140,0.1756980300899526
141,0.17717516918905274
142,0.3124865164306222
143,0.19987483506784282
144,0.0771379090034974
145,0.27232364930945324
146,0.26472888048938353
147,0.20548564275798836
148,0.09116287639806316
149,0.3696185090233278
150,0.46038645506195497
151,0.07783198533478107
152,0.18879604095048552
153,0.14429470163827
154,0.13309777037876136
155,0.17852578717993844
156,0.20530602652105948
157,0.182682413630461
158,0.3624476111088901
159,0.03574171800523254
160,0.1180578223869982
161,0.3896030754234323
162,0.3607835661091098
163,0.12781637118427125
164,0.15244862269297133
165,0.09238700719002857
166,0.1783201415751715
167,0.014333002239338947
168,0.06644785942198594
169,0.17789532099874938
170,0.1925315232375269
171,0.18234245135472804
172,0.12720674490957878
173,0.24829392240724443
174,0.27314866294360735
175,0.23642090309094516
176,0.10270558500159982
177,0.014289570199744422
178,0.27996643464559634
179,0.057969269970973875
180,0.02252077407667516
181,0.13884569033915015
182,0.11185630048373077
183,0.5110812940818443
184,0.21260182376715928
185,0.3727046622262935
186,0.2479399589313344
187,0.386774601182384
188,0.259027622072357
189,0.2925296789764367
190,0.4817424288228461
191,0.3225607577109181
192,0.2046899816844755
193,0.190819480816157
194,0.17095353158998988
195,0.03782286874900381
196,0.10923489571016981
197,0.10995535109967561
198,0.31402917062484503
199,0.3258360702461635
200,0.1639373025836848
201,0.27337216874326037
202,0.2599640796448696
203,0.025474248972365606
204,0.02419399313251809
205,0.3007574495074487
206,0.6424930219517021
207,0.02040689353211395
208,0.15092665123657922
209,0.1795220159266652
210,0.017371427673579146
211,0.07336359277589351
212,0.21222048669408353
