id,dep_delayed_15min
0,0.07899222631596456
1,0.04360277936551667
2,0.10406130110651007
3,0.2209546090056645
4,0.26695273449141554
5,0.08846743418674385
6,0.046191264619342684
7,0.16069915499888704
8,0.12733076374948746
9,0.3147953214420306
10,0.22281943803435272
11,0.17882441344171474
12,0.09884231914580775
13,0.16731959453889583
14,0.05115270388972751
15,0.2324780952947675
16,0.05132038400355226
17,0.2893551492226336
18,0.46061299414376017
19,0.027205439404302863
20,0.30662507916209203
21,0.0979709994025967
22,0.24302468903064683
23,0.14178206010504216
24,0.28828023259169067
25,0.43989427015892707
26,0.02524671599306024
27,0.05198400375015937
28,0.1903986299954819
29,0.1458640366467021
30,0.15509099060337217
31,0.40173882387878795
32,0.06952980617650328
33,0.35327536569526685
34,0.6146220354878272
35,0.3407288266121774
36,0.14324927152568273
37,0.11859798822161097
38,0.08069389056474455
39,0.21571434527376004
40,0.12974427306171965
41,0.15054047737685422
42,0.1936854572083973
43,0.26967496464933427
44,0.09796656545040873
45,0.48496617893472893
46,0.006841484817845512
47,0.25708851562973456
48,0.5342945108221876
49,0.07460020944892401
50,0.4411904489156373
51,0.052241114243035326
52,0.14770862434419357
53,0.3368295640878196
54,0.27330708636781487
55,0.070266449390922
56,0.23601930179200387
57,0.3124525310978868
58,0.11348023207602247
59,0.5082776701879245
60,0.18889397162629282
61,0.06612507597318376
62,0.17152556322696633
63,0.3264531806551529
64,0.1594881711204752
65,0.16157391018607797
66,0.037275410833358294
67,0.12953374957732022
68,0.20637377231433784
69,0.22143181256495598
70,0.036341774050132065
71,0.32074072086935035
72,0.3062252121084668
73,0.2986881826160631
74,0.6923085381726546
75,0.2481134388024877
76,0.0784605838437315
77,0.10742000304571517
78,0.04191398351404849
79,0.15574434623148392
80,0.21879777464033062
81,0.1612909255240132
82,0.12342516566819692
83,0.20679481056570737
84,0.3000626048290598
85,0.0251403352772461
86,0.13937659671621977
87,0.2127832931711503
88,0.18912136811199537
89,0.25244520694176054
90,0.18871654887213432
91,0.3043016721954488
92,0.10884818095983179
93,0.180003864778349
94,0.22450939614750298
95,0.13373717794628312
96,0.260573028879023
97,0.0670509149558705
98,0.1860396733184993
99,0.34110567051902385
